Dist Code,Year,State Code,State Name,Dist Name,NITROGEN CONSUMPTION (tons),NITROGEN SHARE IN NPK (Percent),NITROGEN PER HA OF NCA (Kg per ha),NITROGEN PER HA OF GCA (Kg per ha),PHOSPHATE CONSUMPTION (tons),PHOSPHATE SHARE IN NPK (Percent),PHOSPHATE PER HA OF NCA (Kg per ha),PHOSPHATE PER HA OF GCA (Kg per ha),POTASH CONSUMPTION (tons),POTASH SHARE IN NPK (Percent),POTASH PER HA OF NCA (Kg per ha),POTASH PER HA OF GCA (Kg per ha),TOTAL CONSUMPTION (tons),TOTAL PER HA OF NCA (Kg per ha),TOTAL PER HA OF GCA (Kg per ha)
821,2016,13,West Bengal,Kolkata,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
821,2017,13,West Bengal,Kolkata,30159.4901585052,64.62854324253311,149.65983498328396,95.00692099639572,12082.956674049366,25.64201528306417,55.398329108896654,36.34437315906889,3119.6025706332935,9.72940563669664,23.23327467629004,15.06230216691695,46834.39581514174,228.12167872852086,146.30391050959628
823,2016,13,West Bengal,East Midnapore Purba Midnapore,36329.0,47.18,126.31,69.13,27417.0,35.6,95.32,52.17,13260.0,17.22,46.1,25.23,77006.0,267.74,146.53
823,2017,13,West Bengal,East Midnapore Purba Midnapore,32773.0,42.13,114.35,63.49,25740.0,33.09,89.81,49.86,19279.0,24.78,67.27,37.35,77792.0,271.43,150.7
824,2016,13,West Bengal,West Midnapore,63164.0,43.2,121.41,62.88,46235.0,31.62,88.87,46.02,36805.0,25.17,70.74,36.64,146204.0,281.03,145.54
824,2017,13,West Bengal,West Midnapore,68567.0,40.25,178.62,80.53,56493.0,33.16,147.16,66.35,45282.0,26.58,117.96,53.18,170342.0,443.74,200.06
902,2016,2,Bihar,Muzaffarpur,36520.0,67.99,180.25,121.85,10934.0,20.36,53.97,36.48,6256.0,11.65,30.88,20.87,53710.0,265.09,179.2
902,2017,2,Bihar,Muzaffarpur,40261.0,63.35,198.73,134.38,15663.0,24.65,77.31,52.28,7625.0,12.0,37.64,25.45,63549.0,313.68,212.11
903,2016,2,Bihar,Darbhanga,21025.0,68.94,138.44,117.95,6299.0,20.66,41.48,35.34,3172.0,10.4,20.89,17.8,30496.0,200.8,171.09
903,2017,2,Bihar,Darbhanga,22681.0,63.35,153.79,131.92,8934.0,24.96,60.58,51.96,4185.0,11.69,28.38,24.34,35800.0,242.74,208.23
904,2016,2,Bihar,Saharsa,19831.0,65.38,201.07,107.3,5809.0,19.15,58.9,31.43,4690.0,15.46,47.55,25.38,30330.0,307.53,164.11
904,2017,2,Bihar,Saharsa,20275.0,61.36,233.83,119.74,7220.0,21.85,83.27,42.64,5550.0,16.8,64.01,32.78,33045.0,381.11,195.16
905,2016,2,Bihar,Purnea,58086.0,61.02,307.06,243.08,22337.0,23.47,118.08,93.48,14762.0,15.51,78.04,61.78,95185.0,503.18,398.33
905,2017,2,Bihar,Purnea,55958.0,59.19,319.8,287.26,24039.0,25.43,137.38,123.4,14538.0,15.38,83.08,74.63,94535.0,540.27,485.29
906,2016,2,Bihar,Saran,26305.0,83.95,153.42,121.86,4767.0,15.21,27.8,22.08,263.0,0.84,1.53,1.22,31335.0,182.76,145.16
906,2017,2,Bihar,Saran,29052.0,73.32,185.71,151.51,8552.0,21.58,54.67,44.6,2017.0,5.09,12.89,10.52,39621.0,253.27,206.63
907,2016,2,Bihar,Patna,37918.0,71.88,240.38,189.54,10546.0,19.99,66.86,52.72,4289.0,8.13,27.19,21.44,52753.0,334.42,263.69
907,2017,2,Bihar,Patna,39025.0,78.0,222.1,178.26,9297.0,18.58,52.91,42.47,1710.0,3.42,9.73,7.81,50032.0,284.74,228.53
908,2016,2,Bihar,Mungair,7145.0,75.88,169.59,147.47,1099.0,11.67,26.09,22.68,1172.0,12.45,27.82,24.19,9416.0,223.5,194.34
908,2017,2,Bihar,Mungair,7840.0,73.22,184.94,160.95,1925.0,17.98,45.41,39.52,943.0,8.81,22.24,19.36,10708.0,252.59,219.83
909,2016,2,Bihar,Bhagalpur,35303.0,68.64,278.02,227.73,8667.0,16.85,68.26,55.91,7463.0,14.51,58.77,48.14,51433.0,405.05,331.78
909,2017,2,Bihar,Bhagalpur,40588.0,65.44,329.98,271.88,13165.0,21.22,107.03,88.19,8273.0,13.34,67.26,55.42,62026.0,504.27,415.48
910,2016,15,Jharkhand,Santhal Paragana Dumka,6974.0,79.73,125.17,82.13,1754.0,20.05,31.48,20.66,19.0,0.22,0.34,0.22,8747.0,157.0,103.01
910,2017,15,Jharkhand,Santhal Paragana Dumka,5561.0,45.69,100.16,65.15,5506.0,45.23,99.17,64.5,1105.0,9.08,19.9,12.95,12172.0,219.24,142.6
912,2016,2,Bihar,Gaya,35049.0,78.27,190.7,163.08,9020.0,20.14,49.08,41.97,710.0,1.59,3.86,3.3,44779.0,243.64,208.36
912,2017,2,Bihar,Gaya,33658.0,71.09,184.02,158.12,11852.0,25.03,64.8,55.68,1833.0,3.87,10.02,8.61,47343.0,258.84,222.4
913,2016,15,Jharkhand,Hazaribagh,9564.0,73.16,183.03,152.82,3337.0,25.53,63.86,53.32,171.0,1.31,3.27,2.73,13072.0,250.16,208.87
913,2017,15,Jharkhand,Hazaribagh,6667.0,51.55,123.6,104.11,5525.0,42.72,102.43,86.28,740.0,5.72,13.72,11.56,12932.0,239.75,201.95
914,2016,15,Jharkhand,Dhanbad,156.0,80.83,18.84,13.54,37.0,19.17,4.47,3.21,3142.1340854258133,0.010885645424409063,23.320235923634655,15.042621081797716,193.0,23.19,16.67
914,2017,15,Jharkhand,Dhanbad,167.0,45.38,16.49,13.31,147.0,39.95,14.51,11.72,54.0,14.67,5.23,4.22,368.0,36.24,29.25
915,2016,15,Jharkhand,Palamau,7731.0,82.91,54.7,42.93,1512.0,16.21,10.7,8.4,82.0,0.88,0.58,0.46,9325.0,65.98,51.78
915,2017,15,Jharkhand,Palamau,7170.0,58.91,57.68,47.76,4050.0,33.27,32.58,26.98,952.0,7.82,7.66,6.34,12172.0,97.92,81.08
916,2016,15,Jharkhand,Ranchi,19956.0,70.19,100.26,79.05,7777.0,27.35,39.07,30.81,697.0,2.45,3.5,2.76,28430.0,142.83,112.62
916,2017,15,Jharkhand,Ranchi,16011.0,51.32,139.16,60.4,12512.0,40.11,108.75,47.2,2675.0,8.57,23.25,10.09,31198.0,271.16,117.7
918,2016,2,Bihar,Nalanda,45493.0,76.9,253.42,176.02,12005.0,20.29,66.87,46.45,1657.0,2.8,9.23,6.41,59155.0,329.52,228.88
918,2017,2,Bihar,Nalanda,51874.0,74.19,298.74,205.68,15475.0,22.13,89.12,61.36,2568.0,3.67,14.79,10.18,69917.0,402.65,277.23
919,2016,2,Bihar,Nawada,12943.0,85.79,107.59,93.84,2056.0,13.63,17.09,14.91,87.0,0.58,0.72,0.63,15086.0,125.41,109.37
919,2017,2,Bihar,Nawada,12755.0,79.63,106.39,92.85,2956.0,18.45,24.66,21.52,307.0,1.92,2.56,2.23,16018.0,133.61,116.61
920,2016,2,Bihar,Aurangabad,33063.0,75.09,161.01,115.18,10142.0,23.03,49.39,35.33,824.0,1.87,4.01,2.87,44029.0,214.42,153.38
920,2017,2,Bihar,Aurangabad,33434.0,71.61,162.6,116.35,11775.0,25.22,57.27,40.98,1483.0,3.18,7.21,5.16,46692.0,227.08,162.49
921,2016,2,Bihar,Bhojpur,33154.0,79.8,193.48,181.45,7777.0,18.72,45.38,42.56,614.0,1.48,3.58,3.36,41545.0,242.44,227.37
921,2017,2,Bihar,Bhojpur,38234.0,73.9,205.16,191.88,11990.0,23.17,64.34,60.17,1515.0,2.93,8.13,7.6,51739.0,277.63,259.65
922,2016,2,Bihar,Rohtas,54087.0,71.93,218.96,153.36,17446.0,23.2,70.63,49.47,3660.0,4.87,14.82,10.38,75193.0,304.41,213.2
922,2017,2,Bihar,Rohtas,59242.0,71.6,241.7,169.36,19063.0,23.04,77.78,54.5,4430.0,5.35,18.07,12.66,82735.0,337.55,236.53
923,2016,2,Bihar,Siwan,19035.0,88.87,117.54,84.91,2258.0,10.54,13.94,10.07,125.0,0.58,0.77,0.56,21418.0,132.25,95.55
923,2017,2,Bihar,Siwan,23479.0,79.54,142.86,103.86,5191.0,17.59,31.59,22.96,847.0,2.87,5.15,3.75,29517.0,179.6,130.57
924,2016,2,Bihar,Gopalganj,10514.0,88.64,75.49,50.74,984.0,8.3,7.06,4.75,363.0,3.06,2.61,1.75,11861.0,85.16,57.24
924,2017,2,Bihar,Gopalganj,13153.0,80.74,94.3,63.42,2467.0,15.14,17.69,11.9,671.0,4.12,4.81,3.24,16291.0,116.8,78.55
925,2016,2,Bihar,Champaran(East),51885.0,72.95,183.54,125.92,14111.0,19.84,49.92,34.25,5128.0,7.21,18.14,12.45,71124.0,251.6,172.61
925,2017,2,Bihar,Champaran(East),51438.0,66.01,181.46,124.59,19289.0,24.75,68.05,46.72,7199.0,9.24,25.4,17.44,77926.0,274.9,188.75
926,2016,2,Bihar,Champaran(West),47325.0,68.85,190.94,118.36,13265.0,19.3,53.52,33.17,8145.0,11.85,32.86,20.37,68735.0,277.32,171.9
926,2017,2,Bihar,Champaran(West),43582.0,67.36,180.21,111.42,15223.0,23.53,62.95,38.92,5892.0,9.11,24.36,15.06,64697.0,267.52,165.4
927,2016,2,Bihar,Vaishali,41075.0,63.76,339.9,231.18,14182.0,22.01,117.36,79.82,9167.0,14.23,75.86,51.59,64424.0,533.11,362.6
927,2017,2,Bihar,Vaishali,41463.0,59.01,334.63,228.47,19185.0,27.3,154.84,105.72,9620.0,13.69,77.64,53.01,70268.0,567.11,387.2
928,2016,2,Bihar,Sitamarhi,22222.0,73.33,175.66,96.01,5940.0,19.6,46.95,25.66,2141.0,7.07,16.92,9.25,30303.0,239.54,130.92
928,2017,2,Bihar,Sitamarhi,23233.0,68.18,182.04,99.81,7403.0,21.73,58.01,31.8,3439.0,10.09,26.95,14.77,34075.0,267.0,146.38
929,2016,2,Bihar,Madhubani,19992.0,64.48,85.72,58.47,7690.0,24.8,32.97,22.49,3321.0,10.71,14.24,9.71,31003.0,132.94,90.67
929,2017,2,Bihar,Madhubani,23213.0,63.58,99.8,68.26,10808.0,29.6,46.47,31.78,2490.0,6.82,10.71,7.32,36511.0,156.97,107.36
930,2016,2,Bihar,Samastipur,34355.0,67.69,215.44,119.97,9666.0,19.04,60.62,33.75,6734.0,13.27,42.23,23.52,50755.0,318.28,177.24
930,2017,2,Bihar,Samastipur,33982.0,64.81,193.37,110.39,11786.0,22.48,67.07,38.29,6664.0,12.71,37.92,21.65,52432.0,298.36,170.33
931,2016,2,Bihar,Begusarai,39735.0,55.26,351.25,235.43,20402.0,28.37,180.35,120.88,11766.0,16.36,104.01,69.71,71903.0,635.62,426.03
931,2017,2,Bihar,Begusarai,36592.0,59.76,340.12,232.03,15856.0,25.89,147.38,100.54,8788.0,14.35,81.68,55.72,61236.0,569.18,388.29
932,2016,2,Bihar,Katihar,42947.0,61.66,233.39,160.25,16936.0,24.32,92.04,63.2,9764.0,14.02,53.06,36.43,69647.0,378.49,259.88
932,2017,2,Bihar,Katihar,39992.0,57.73,298.38,198.64,17437.0,25.17,130.1,86.61,11851.0,17.11,88.42,58.87,69280.0,516.89,344.12
933,2016,15,Jharkhand,Giridih,2189.0,79.28,53.39,15.26,569.0,20.61,13.88,3.97,3.0,0.11,0.05,0.01,2761.0,67.32,19.24
933,2017,15,Jharkhand,Giridih,1828.0,56.21,20.09,13.8,1148.0,35.3,12.62,8.67,276.0,8.49,3.03,2.08,3252.0,35.74,24.55
934,2016,2,Bihar,Jehanabad,10846.0,87.74,254.25,137.45,1382.0,11.18,32.4,17.51,133.0,1.08,3.12,1.69,12361.0,289.77,156.65
934,2017,2,Bihar,Jehanabad,10511.0,82.41,252.01,135.95,1860.0,14.58,44.6,24.06,383.0,3.0,9.18,4.95,12754.0,305.79,164.96
935,2016,2,Bihar,Madhepura,25763.0,61.79,209.13,141.75,8363.0,20.06,67.89,46.01,7567.0,18.15,61.42,41.63,41693.0,338.44,229.39
935,2017,2,Bihar,Madhepura,30907.0,61.54,243.02,164.47,12081.0,24.05,94.99,64.29,7238.0,14.41,56.91,38.52,50226.0,394.93,267.27
936,2016,2,Bihar,Khagaria,34222.0,64.09,361.79,253.24,10869.0,20.36,114.91,80.43,8303.0,15.55,87.78,61.44,53394.0,564.47,395.11
936,2017,2,Bihar,Khagaria,40673.0,65.37,459.29,322.22,12969.0,20.84,146.45,102.74,8581.0,13.79,96.9,67.98,62223.0,702.63,492.94
937,2016,15,Jharkhand,Godda,3153.0,85.75,43.6,36.71,516.0,14.03,7.14,6.01,8.0,0.22,0.1,0.08,3677.0,50.84,42.79
937,2017,15,Jharkhand,Godda,2544.0,48.09,50.6,41.97,2424.0,45.82,48.21,39.99,322.0,6.09,6.4,5.31,5290.0,105.22,87.27
938,2016,15,Jharkhand,Sahebganj,4843.0,91.74,100.69,99.62,436.0,8.26,9.06,8.97,3142.1340854258133,0.009857603570949891,23.32827726186282,15.042728951754034,5279.0,109.73,108.57
938,2017,15,Jharkhand,Sahebganj,2820.0,50.0,80.2,66.55,2423.0,42.96,68.91,57.18,397.0,7.04,11.29,9.37,5640.0,160.41,133.1
940,2016,15,Jharkhand,Devghar Deogarh,21531.0,75.34,451.23,446.36,6215.0,21.75,130.25,128.84,833.0,2.91,17.46,17.27,28579.0,598.94,592.47
940,2017,15,Jharkhand,Devghar Deogarh,15671.0,42.47,320.97,297.04,15891.0,43.06,325.48,301.21,5341.0,14.47,109.39,101.24,36903.0,755.84,699.49
941,2016,15,Jharkhand,Lohardagga,7947.0,65.27,215.49,156.13,3863.0,31.73,104.75,75.89,366.0,3.01,9.92,7.19,12176.0,330.17,239.21
941,2017,15,Jharkhand,Lohardagga,6856.0,52.37,246.54,141.9,5174.0,39.52,186.05,107.08,1061.0,8.1,38.15,21.96,13091.0,470.75,270.94
942,2016,15,Jharkhand,Gumla,3587.0,86.6,27.34,12.45,526.0,12.7,4.01,1.83,29.0,0.7,0.21,0.1,4142.0,31.56,14.37
942,2017,15,Jharkhand,Gumla,3630.0,65.93,19.94,14.02,1723.0,31.29,9.46,6.65,153.0,2.78,0.84,0.59,5506.0,30.24,21.26
943,2016,15,Jharkhand,Singhbhum East,483.0,93.79,7.91,7.74,19.0,3.69,0.31,0.3,13.0,2.52,0.2,0.19,515.0,8.41,8.24
943,2017,15,Jharkhand,Singhbhum East,805.0,68.69,9.1,8.05,356.0,30.38,4.02,3.56,11.0,0.94,0.11,0.1,1172.0,13.24,11.71
944,2016,15,Jharkhand,Singhbhum West,1301.0,76.3,15.12,11.07,397.0,23.28,4.61,3.38,7.0,0.41,0.07,0.05,1705.0,19.81,14.5
944,2017,15,Jharkhand,Singhbhum West,1521.0,53.88,17.89,11.5,1191.0,42.19,14.01,9.01,111.0,3.93,1.31,0.84,2823.0,33.2,21.34
945,2016,2,Bihar,Araria,42900.0,60.98,368.47,180.25,14682.0,20.87,126.11,61.69,12774.0,18.16,109.72,53.67,70356.0,604.3,295.61
945,2017,2,Bihar,Araria,41043.0,60.11,296.47,154.95,16227.0,23.76,117.21,61.26,11014.0,16.13,79.56,41.58,68284.0,493.24,257.79
946,2016,2,Bihar,Kishanganj,10222.0,72.98,101.25,71.43,2804.0,20.02,27.77,19.59,981.0,7.0,9.72,6.85,14007.0,138.74,97.88
946,2017,2,Bihar,Kishanganj,11608.0,63.97,114.14,80.69,4834.0,26.64,47.53,33.6,1704.0,9.39,16.75,11.84,18146.0,178.42,126.14
947,2016,2,Bihar,Buxar,26476.0,84.4,182.95,130.41,4474.0,14.26,30.92,22.04,418.0,1.33,2.89,2.06,31368.0,216.75,154.51
947,2017,2,Bihar,Buxar,32451.0,76.09,228.97,163.4,9292.0,21.79,65.56,46.79,907.0,2.13,6.4,4.57,42650.0,300.93,214.76
948,2016,2,Bihar,Bhabhua Kaimur,25218.0,79.97,170.76,114.88,5792.0,18.37,39.22,26.38,524.0,1.66,3.55,2.39,31534.0,213.52,143.65
948,2017,2,Bihar,Bhabhua Kaimur,33001.0,74.1,240.02,162.63,10453.0,23.47,76.03,51.51,1082.0,2.43,7.87,5.33,44536.0,323.92,219.47
949,2016,2,Bihar,Banka,19600.0,75.97,159.07,122.38,4429.0,17.17,35.95,27.65,1769.0,6.86,14.36,11.05,25798.0,209.37,161.08
949,2017,2,Bihar,Banka,20191.0,68.98,167.76,130.57,6141.0,20.98,51.02,39.71,2938.0,10.04,24.41,19.0,29270.0,243.2,189.29
950,2016,2,Bihar,Jamui,23623.0,73.53,311.99,166.42,6984.0,21.74,92.24,49.2,1520.0,4.73,20.07,10.71,32127.0,424.3,226.33
950,2017,2,Bihar,Jamui,24196.0,70.85,342.02,191.78,7817.0,22.89,110.5,61.96,2138.0,6.26,30.22,16.95,34151.0,482.74,270.68
951,2016,2,Bihar,Supaul,20842.0,57.88,141.51,85.68,9397.0,26.09,63.8,38.63,5772.0,16.03,39.19,23.73,36011.0,244.5,148.03
951,2017,2,Bihar,Supaul,23807.0,58.03,158.34,94.36,11074.0,26.99,73.65,43.89,6142.0,14.97,40.85,24.34,41023.0,272.85,162.6
952,2016,15,Jharkhand,Chatra,2346.0,76.0,73.18,59.89,729.0,23.62,22.74,18.61,12.0,0.39,0.34,0.28,3087.0,96.26,78.78
952,2017,15,Jharkhand,Chatra,2579.0,54.08,89.45,74.36,2005.0,42.04,69.54,57.81,185.0,3.88,6.42,5.33,4769.0,165.41,137.5
953,2016,15,Jharkhand,Bokaro,1061.0,78.65,36.1,25.76,278.0,20.61,9.46,6.75,10.0,0.74,0.34,0.24,1349.0,45.9,32.75
953,2017,15,Jharkhand,Bokaro,789.0,59.32,28.89,23.05,456.0,34.29,16.7,13.32,85.0,6.39,3.11,2.48,1330.0,48.71,38.85
954,2016,15,Jharkhand,Gadva Garhwa,4820.0,88.25,72.55,52.75,630.0,11.53,9.48,6.89,12.0,0.22,0.17,0.12,5462.0,82.2,59.76
954,2017,15,Jharkhand,Gadva Garhwa,4831.0,57.72,67.42,54.47,3061.0,36.57,42.72,34.51,478.0,5.71,6.67,5.39,8370.0,116.82,94.37
955,2016,15,Jharkhand,Khodrama Koderma,4907.0,79.39,365.21,356.43,1169.0,18.91,87.01,84.91,105.0,1.7,7.81,7.63,6181.0,460.03,448.97
955,2017,15,Jharkhand,Khodrama Koderma,2234.0,59.19,252.97,158.41,1395.0,36.96,157.97,98.92,145.0,3.84,16.42,10.28,3774.0,427.36,267.6
956,2016,2,Bihar,Lakhisarai,5668.0,78.89,110.88,79.45,1339.0,18.64,26.19,18.77,178.0,2.48,3.48,2.49,7185.0,140.56,100.71
956,2017,2,Bihar,Lakhisarai,6323.0,78.31,112.5,81.81,1418.0,17.56,25.23,18.35,333.0,4.12,5.92,4.31,8074.0,143.65,104.46
957,2016,15,Jharkhand,Pakund Pakur,2433.0,87.05,49.9,40.95,362.0,12.95,7.43,6.09,3142.1340854258133,0.010461472290160145,23.32729481907062,15.04271169788639,2795.0,57.31,47.02
957,2017,15,Jharkhand,Pakund Pakur,1888.0,50.59,42.05,19.89,1740.0,46.62,38.75,18.33,104.0,2.79,2.32,1.1,3732.0,83.11,39.31
958,2016,2,Bihar,Sheikapura,9245.0,82.67,215.03,168.99,1878.0,16.79,43.68,34.33,60.0,0.54,1.4,1.1,11183.0,260.1,204.41
958,2017,2,Bihar,Sheikapura,10037.0,77.43,213.49,165.49,2576.0,19.87,54.79,42.47,350.0,2.7,7.44,5.77,12963.0,275.73,213.73
960,2016,2,Bihar,Sheohar,3771.0,77.35,162.99,83.07,756.0,15.51,32.67,16.65,348.0,7.14,15.04,7.67,4875.0,210.7,107.39
960,2017,2,Bihar,Sheohar,4506.0,72.9,192.78,98.75,1170.0,18.93,50.06,25.64,505.0,8.17,21.61,11.07,6181.0,264.44,135.46
961,2016,2,Bihar,Arwal,9604.0,86.77,226.51,146.12,1360.0,12.29,32.08,20.69,104.0,0.94,2.45,1.58,11068.0,261.04,168.39
961,2017,2,Bihar,Arwal,8959.0,80.72,205.0,137.87,1777.0,16.01,40.66,27.35,363.0,3.27,8.31,5.59,11099.0,253.97,170.81
962,2016,15,Jharkhand,Jamtara,1102.0,97.87,21.43,17.79,24.0,2.13,0.47,0.39,3142.1340854258133,0.010180960998141586,23.30075937370271,15.042719419078688,1126.0,21.87,18.17
962,2017,15,Jharkhand,Jamtara,701.0,67.47,12.87,10.74,305.0,29.36,5.6,4.67,33.0,3.18,0.59,0.49,1039.0,19.06,15.91
963,2016,15,Jharkhand,Latehar,4083.0,76.06,150.9,68.74,1190.0,22.17,43.98,20.04,95.0,1.77,3.51,1.6,5368.0,198.4,90.38
963,2017,15,Jharkhand,Latehar,4061.0,65.69,120.13,63.75,1848.0,29.89,54.67,29.01,273.0,4.42,8.08,4.29,6182.0,182.87,97.05
964,2016,15,Jharkhand,Sariakela Kharsawan,232.0,94.69,4.16,3.88,13.0,5.31,0.21,0.2,3142.1340854258133,0.010369911277820165,23.31070498962293,15.042714207347894,245.0,4.35,4.07
964,2017,15,Jharkhand,Sariakela Kharsawan,261.0,83.12,172.50770027903792,95.7047127688116,53.0,16.88,55.398224001022314,36.34434290627804,3142.1340854258133,0.010653343919130975,23.3193451349825,15.042970492002281,314.0,228.1174832206579,132.18316302120547
965,2016,15,Jharkhand,Simdega,810.0,95.63,9.92,9.56,37.0,4.37,0.45,0.44,0.0,0.010250700472511198,23.33622949856679,15.042701201790411,847.0,10.36,9.98
965,2017,15,Jharkhand,Simdega,849.0,82.51,11.2,95.11842186290684,171.0,16.62,2.26,36.344176168825186,0.0,0.87,0.11,15.062707973209852,1029.0,13.56,12.27
999,2016,11,Tamil Nadu,Chennai,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
999,2017,11,Tamil Nadu,Chennai,31924.00067958115,64.62691916767248,149.65868466608165,95.073805383083,11929.814220931825,25.64113342685323,55.399570297590536,36.34437458969388,0.0,9.732016346853854,23.23324516682196,15.062299880925728,46571.002443924466,228.12296382302836,146.37156077056122
1001,2016,3,Gujarat,Anand,64086.0,85.2,343.01,163.54,6748.0,8.97,36.12,17.22,0.0,5.83,23.48,11.19,75221.0,402.61,191.95
1001,2017,3,Gujarat,Anand,62563.0,82.27,340.37,162.88,8129.0,10.69,44.23,21.16,0.0,7.04,29.11,13.93,76043.0,413.71,197.98
1002,2016,3,Gujarat,Dahod,21743.0,88.14,97.2,61.99,2657.0,10.77,11.88,7.57,0.0,1.09,1.21,0.77,24670.0,110.29,70.33
1002,2017,3,Gujarat,Dahod,23769.0,86.31,106.28,62.9,3749.0,13.61,16.76,9.92,0.0,0.07,0.09,0.05,27538.0,123.13,72.87
1003,2016,3,Gujarat,Narmada,11659.0,74.35,102.52,91.78,1568.0,10.0,13.79,12.34,0.0,15.65,21.58,19.32,15681.0,137.89,123.44
1003,2017,3,Gujarat,Narmada,14793.0,73.75,130.96,118.1,2131.0,10.62,18.87,17.01,0.0,15.63,27.75,25.03,20059.0,177.58,160.14
1004,2016,3,Gujarat,Navsari,20078.0,62.21,185.57,151.79,6276.0,19.44,58.0,47.45,0.0,18.35,54.74,44.78,32277.0,298.31,244.02
1004,2017,3,Gujarat,Navsari,20799.0,61.23,194.84,182.2,6938.0,20.42,64.99,60.78,0.0,18.35,58.38,54.59,33969.0,318.21,297.57
1005,2016,3,Gujarat,Patan,28237.0,80.29,79.56,55.87,6552.0,18.63,18.46,12.96,0.0,1.08,1.07,0.75,35170.0,99.09,69.59
1005,2017,3,Gujarat,Patan,33312.0,78.75,92.44,61.25,8568.0,20.26,23.78,15.75,0.0,0.99,1.16,0.77,42299.0,117.38,77.77
1006,2016,3,Gujarat,Porbandar,5916.0,59.65,53.49,31.61,3302.0,33.29,29.86,17.64,0.0,7.06,6.33,3.74,9918.0,89.68,53.0
1006,2017,3,Gujarat,Porbandar,7611.0,58.96,68.61,37.49,4701.0,36.42,42.38,23.15,0.0,4.62,5.37,2.94,12908.0,116.37,63.58
1007,2016,4,Haryana,Fatehabad,64040.0,76.35,289.9,148.57,17789.0,21.21,80.53,41.27,0.0,2.44,9.27,4.75,83876.0,379.69,194.59
1007,2017,4,Haryana,Fatehabad,72880.0,77.9,329.6,168.79,17294.0,18.49,78.21,40.05,0.0,3.61,15.29,7.83,93554.0,423.1,216.67
1008,2016,4,Haryana,Jhajjar,21757.0,73.97,143.89,105.86,7152.0,24.31,47.3,34.8,0.0,1.72,3.34,2.46,29414.0,194.54,143.12
1008,2017,4,Haryana,Jhajjar,22078.0,71.73,156.85,89.0,8096.0,26.3,57.52,32.64,0.0,1.97,4.31,2.44,30780.0,218.68,124.07
1009,2016,4,Haryana,Panchkula,5086.0,75.17,231.18,130.41,1384.0,20.46,62.91,35.49,0.0,4.37,13.45,7.59,6766.0,307.55,173.49
1009,2017,4,Haryana,Panchkula,5913.0,77.46,268.77,137.51,1480.0,19.39,67.27,34.42,0.0,3.16,10.95,5.6,7634.0,347.0,177.53
1010,2016,5,Karnataka,Bagalkote,45559.0,53.72,97.17,75.34,23326.0,27.5,49.75,38.57,0.0,18.78,33.97,26.34,84813.0,180.9,140.25
1010,2017,5,Karnataka,Bagalkote,46131.0,55.47,98.57,75.66,20875.0,25.1,44.61,34.24,0.0,19.43,34.53,26.5,83165.0,177.71,136.4
1011,2016,5,Karnataka,Chamaraja Nagar,11297.0,47.46,85.78,74.59,6912.0,29.04,52.48,45.64,0.0,23.5,42.48,36.93,23803.0,180.74,157.16
1011,2017,5,Karnataka,Chamaraja Nagar,12637.0,47.23,82.06,65.25,6515.0,24.35,42.31,33.64,0.0,28.43,49.39,39.28,26758.0,173.77,138.17
1012,2016,5,Karnataka,Davanagere,54418.0,54.61,141.8,134.32,33858.0,33.98,88.23,83.57,0.0,11.41,29.62,28.06,99643.0,259.64,245.95
1012,2017,5,Karnataka,Davanagere,49151.0,56.36,143.22,117.82,27774.0,31.85,80.93,66.58,0.0,11.79,29.96,24.65,87207.0,254.1,209.05
1013,2016,5,Karnataka,Gadag,13475.0,57.88,35.79,23.55,7479.0,32.12,19.86,13.07,0.0,10.0,6.18,4.07,23281.0,61.83,40.69
1013,2017,5,Karnataka,Gadag,13042.0,57.15,34.85,25.78,6996.0,30.65,18.69,13.83,0.0,12.2,7.44,5.5,22822.0,60.98,45.12
1014,2016,5,Karnataka,Haveri,37909.0,58.32,106.92,89.59,21537.0,33.13,60.74,50.9,0.0,8.55,15.67,13.13,65001.0,183.32,153.62
1014,2017,5,Karnataka,Haveri,33889.0,60.74,94.86,81.9,15434.0,27.66,43.2,37.3,0.0,11.59,18.1,15.63,55790.0,156.17,134.83
1015,2016,5,Karnataka,Koppal,40809.0,55.48,113.26,97.55,22592.0,30.72,62.7,54.01,0.0,13.8,28.17,24.27,73552.0,204.13,175.82
1015,2017,5,Karnataka,Koppal,35503.0,57.29,90.89,73.24,17806.0,28.73,45.59,36.73,0.0,13.97,22.17,17.86,61967.0,158.65,127.83
1016,2016,5,Karnataka,Udupi,2858.0,46.48,29.33,26.5,1412.0,22.96,14.49,13.09,0.0,30.56,19.28,17.43,6149.0,63.1,57.03
1016,2017,5,Karnataka,Udupi,2501.0,45.79,25.57,23.08,1252.0,22.92,12.8,11.56,0.0,31.29,17.47,15.77,5462.0,55.83,50.41
