Dist Code,Year,State Code,State Name,Dist Name,RICE IRRIGATED AREA (1000 ha),WHEAT IRRIGATED AREA (1000 ha),KHARIF SORGHUM IRRIGATED AREA (1000 ha),RABI SORGHUM IRRIGATED AREA (1000 ha),SORGHUM IRRIGATED AREA (1000 ha),PEARL MILLET IRRIGATED AREA (1000 ha),MAIZE IRRIGATED AREA (1000 ha),FINGER MILLET IRRIGATED AREA (1000 ha),BARLEY IRRIGATED AREA (1000 ha),CHICKPEA IRRIGATED AREA (1000 ha),PIGEONPEA IRRIGATED AREA (1000 ha),MINOR PULSES IRRIGATED AREA (1000 ha),PULSES IRRIGATED AREA (1000 ha),GROUNDNUT IRRIGATED AREA (1000 ha),SESAMUM IRRIGATED AREA (1000 ha),LINSEED IRRIGATED AREA (1000 ha),SUGARCANE IRRIGATED AREA (1000 ha),COTTON IRRIGATED AREA (1000 ha),FRUITS AND VEGETABLES IRRIGATED AREA (1000 ha),FODDER IRRIGATED AREA (1000 ha)
717,2016,8,Orissa,Jajapur,45.84,0.07,0.0,0.0,0.0,0.0,0.85,0.01,0.0,0.0,0.0,16.12,16.12,30.28,0.0,0.0,1.21,0.0,0.0,0.0
717,2017,8,Orissa,Jajapur,46.29,0.11,0.0,0.0,0.0,0.0,0.7,0.01,0.0,0.0,0.0,12.67,12.67,23.96,0.0,0.0,1.09,0.0,0.0,0.0
718,2016,8,Orissa,Kendrapara,67.62,0.02,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,1.45,1.45,7.12,0.18,0.0,0.41,0.0,0.0,0.0
718,2017,8,Orissa,Kendrapara,70.22,0.12,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,17.1,17.1,0.95,0.16,0.0,0.45,0.0,0.0,0.0
719,2016,8,Orissa,Angul,48.48,0.04,0.0,0.0,0.0,0.0,3.44,0.0,0.0,0.0,0.0,11.65,11.65,4.61,3.81,0.0,0.03,0.0,0.0,0.0
719,2017,8,Orissa,Angul,42.47,0.05,0.0,0.0,0.0,0.0,2.44,0.0,0.0,0.0,0.0,12.87,12.87,5.34,4.44,0.0,0.07,0.0,0.0,0.0
720,2016,8,Orissa,Gajapati,24.92,0.0,0.0,0.0,0.0,0.0,0.77,0.62,0.0,0.0,0.0,0.48,0.48,2.02,0.14,0.0,0.0,0.0,0.0,0.0
720,2017,8,Orissa,Gajapati,26.05,0.0,0.0,0.0,0.0,0.0,0.79,1.04,0.0,0.0,0.0,1.61,1.61,2.48,0.15,0.0,0.0,0.0,0.0,0.0
721,2016,8,Orissa,Nuapada,38.78,0.05,0.0,0.0,0.0,0.0,3.36,0.0,0.0,0.0,0.0,0.82,0.82,8.1,0.0,0.0,0.04,0.0,0.0,0.0
721,2017,8,Orissa,Nuapada,39.22,0.05,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,2.5,2.5,5.35,0.0,0.0,0.05,0.0,0.0,0.0
722,2016,8,Orissa,Malkangiri,44.8,0.01,0.0,0.0,0.0,0.0,5.07,0.12,0.0,0.0,0.0,6.03,6.03,5.24,9.84,0.0,0.01,0.0,0.0,0.0
722,2017,8,Orissa,Malkangiri,46.78,0.0,0.0,0.0,0.0,0.0,5.95,0.1,0.0,0.0,0.0,8.32,8.32,2.66,9.81,0.0,0.03,0.0,0.0,0.0
723,2016,8,Orissa,Nawarangpur,27.58,0.12,0.0,0.0,0.0,0.0,16.7,0.02,0.0,0.0,0.18,1.55,1.73,0.51,0.0,0.0,4.96,0.0,0.0,0.0
723,2017,8,Orissa,Nawarangpur,27.13,0.12,0.0,0.0,0.0,0.0,15.98,0.01,0.0,0.0,0.0,4.78,4.78,5.12,0.0,0.0,3.82,0.0,0.0,0.0
724,2016,8,Orissa,Rayagada,24.2,0.11,0.0,0.0,0.0,0.0,3.67,1.03,0.0,0.0,1.05,3.32,4.37,1.12,1.09,0.0,0.22,0.0,0.0,0.0
724,2017,8,Orissa,Rayagada,31.98,0.11,0.0,0.0,0.0,0.0,3.02,0.42,0.0,0.0,0.0,5.72,5.72,1.38,0.94,0.0,0.39,0.0,0.0,0.0
725,2016,8,Orissa,Khurda,44.23,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,3.6,3.6,0.64,0.0,0.0,0.17,0.0,0.0,0.0
725,2017,8,Orissa,Khurda,44.27,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,7.58,7.58,1.15,0.11,0.0,0.35,0.0,0.0,0.0
726,2016,8,Orissa,Nayagarh,45.51,0.12,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,4.83,4.83,0.39,0.64,0.0,1.65,0.0,0.0,0.0
726,2017,8,Orissa,Nayagarh,44.44,0.1,0.0,0.0,0.0,0.0,3.75,0.0,0.0,0.0,0.0,8.15,8.15,0.52,0.82,0.0,1.39,0.0,0.0,0.0
728,2016,8,Orissa,Boudh,54.39,0.06,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,4.61,4.61,0.21,0.0,0.0,0.03,0.0,0.0,0.0
728,2017,8,Orissa,Boudh,51.0,0.08,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,6.75,6.75,0.52,0.0,0.0,0.05,0.0,0.0,0.0
729,2016,8,Orissa,Bargarh,167.06,0.02,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.0,13.59,13.59,5.99,0.46,0.0,0.44,0.0,0.0,0.0
729,2017,8,Orissa,Bargarh,181.82,0.12,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,19.97,19.97,5.12,0.33,0.0,0.48,0.0,0.0,0.0
730,2016,8,Orissa,Deogarh,19.06,0.05,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,1.09,1.09,0.37,0.72,0.0,0.18,0.0,0.0,0.0
730,2017,8,Orissa,Deogarh,19.23,0.12,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,7.45,7.45,0.59,2.15,0.0,0.18,0.0,0.0,0.0
731,2016,8,Orissa,Jharsuguda,11.29,0.06,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.84,1.84,0.16,0.0,0.0,0.24,0.0,0.0,0.0
731,2017,8,Orissa,Jharsuguda,10.51,0.08,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,1.76,1.76,0.35,0.0,0.0,0.35,0.0,0.0,0.0
732,2016,8,Orissa,Sonepur,95.72,0.13,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,1.05,11.93,12.98,2.27,0.93,0.0,0.09,0.0,0.0,0.0
732,2017,8,Orissa,Sonepur,92.77,0.1,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,15.96,15.96,4.54,0.99,0.0,0.17,0.0,0.0,0.0
902,2016,2,Bihar,Muzaffarpur,39.24,77.84,0.0,0.0,0.0,0.0,13.96,0.0,0.19,0.13,0.01,0.75,0.89,5.41416334707393,0.01,0.01,12.515712660269177,5.623556296962873,7.52,0.0
902,2017,2,Bihar,Muzaffarpur,41.88,78.16,0.0,0.0,0.0,0.0,25.32,0.0,0.16,0.12,0.01,2.8469104117222517,3.42996807139869,0.0,0.01,0.01,0.0,0.0,8.51,0.0
903,2016,2,Bihar,Darbhanga,48.47,59.88,0.0,0.0,0.0,0.0,13.22,0.59,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,1.83,0.0,8.68,0.0
903,2017,2,Bihar,Darbhanga,48.5,57.92,0.0,0.0,0.0,0.0,8.29,0.59,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,1.83,0.0,8.72,0.0
904,2016,2,Bihar,Saharsa,35.42,48.78,0.0,0.0,0.0,0.0,25.65,0.0,0.06,0.0,0.0,2.87,2.87,0.0,0.0,0.01,0.15,0.0,2.79,0.0
904,2017,2,Bihar,Saharsa,24.64,48.4,0.0,0.0,0.0,0.0,25.18,0.0,0.04,0.0,0.0,2.83,2.83,0.0,0.0,0.01,0.13,0.0,2.55,0.0
905,2016,2,Bihar,Purnea,100.66,35.07,0.0,0.0,0.0,0.0,32.13,0.0,0.0,0.0,0.0,1.1,1.1,0.0,0.04,0.08,0.03,0.0,14.84,0.0
905,2017,2,Bihar,Purnea,94.14,19.78,0.0,0.0,0.0,0.0,28.25,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.03,0.22,0.04,0.0,11.97,0.0
906,2016,2,Bihar,Saran,0.0,89.36,0.0,0.0,0.0,0.0,10.31,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.0,0.0,0.0,0.0,10.15,0.0
906,2017,2,Bihar,Saran,13.64,76.9,0.0,0.0,0.0,0.0,10.82,0.0,0.02,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,11.5,0.0
907,2016,2,Bihar,Patna,60.41,59.93,0.12,0.0,0.12,0.0,2.04,0.0,0.05,0.76,0.06,0.51,1.34,0.0,0.0,0.05,0.03,0.0,14.19,0.026
907,2017,2,Bihar,Patna,69.69,67.53,0.0,0.0,0.0,0.0,2.31,0.0,0.04,0.17,0.12,0.94,1.23,0.0,0.0,0.04,0.03,0.0,14.49,0.075
908,2016,2,Bihar,Mungair,25.31,10.8,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.03,0.0,0.1,0.13,0.0,0.0,0.0,0.08,0.0,1.02,0.0
908,2017,2,Bihar,Mungair,25.31,10.8,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.03,0.0,0.11,0.13,0.0,0.0,0.0,0.08,0.0,1.11,0.0
909,2016,2,Bihar,Bhagalpur,15.99,33.18,0.0,0.0,0.0,0.0,26.5,0.0,0.01,0.0,0.0,0.75,0.75,0.0,0.0,0.0,0.0,0.0,5.91,0.0
909,2017,2,Bihar,Bhagalpur,19.95,41.08,0.0,0.0,0.0,0.0,26.91,0.0,0.01,0.0,0.0,2.7,2.7,0.0,0.0,0.0,0.02,0.0,7.46,0.0
910,2016,15,Jharkhand,Santhal Paragana Dumka,0.0,3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,2.9,0.0
910,2017,15,Jharkhand,Santhal Paragana Dumka,0.0,0.0,0.0,0.0,0.0,0.01,0.0,3.586,0.0,0.0,0.0,0.0,0.0,3.596,0.0,0.0,0.0,0.0,0.0,0.0
912,2016,2,Bihar,Gaya,97.42,71.93,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.29,0.0,2.83,3.12,0.0,0.0,0.04,0.03,0.0,13.87,0.0
912,2017,2,Bihar,Gaya,98.95,71.92,0.0,0.0,0.0,0.0,0.87,0.0,0.0,0.29,0.0,2.5,2.79,0.0,0.0,0.04,0.04,0.0,13.0,0.0
913,2016,15,Jharkhand,Hazaribagh,0.0,3.39,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.32,0.0,0.11,0.43,0.1,0.0,0.0,0.01,0.0,8.23,0.0
913,2017,15,Jharkhand,Hazaribagh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.406,0.0,0.0,0.0,0.0,0.0,4.406,0.253,0.0,0.0,0.029,0.029,0.282
914,2016,15,Jharkhand,Dhanbad,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0
914,2017,15,Jharkhand,Dhanbad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.0,0.0,0.0,0.0,0.0,0.193,0.004,0.0,0.0,0.0,0.0,0.004
915,2016,15,Jharkhand,Palamau,24.72,14.28,0.0,0.0,0.0,0.0,0.31,0.0,0.07,0.0,0.0,0.15,0.15,0.0,3.28,0.0,0.14,0.0,5.08,0.0
915,2017,15,Jharkhand,Palamau,25.78,0.0,0.0,0.0,0.0,0.224,0.0,14.298,0.783,0.0,0.001,0.001,0.0,41.086,0.019,0.0,0.0,0.158,0.158,0.177
916,2016,15,Jharkhand,Ranchi,4.63,11.85,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,11.67,0.0
916,2017,15,Jharkhand,Ranchi,3.345,0.0,0.0,0.0,0.0,0.212,0.0,1.818,0.0,0.0,0.0,0.0,0.0,5.375,0.0,0.0,0.023,0.694,0.717,0.717
918,2016,2,Bihar,Nalanda,115.1,83.9,0.0,0.0,0.0,0.0,7.47,0.0,0.06,0.25,0.0,2.07,2.33,0.02,0.2554786066070946,0.01,0.13,4.095568433797167,14.66,0.868
918,2017,2,Bihar,Nalanda,119.79,80.5,0.0,0.0,0.0,0.0,6.34,0.0,0.03,0.81,0.0,2.25,3.06,0.0,0.0,0.01,0.09,0.0,11.4,0.781
919,2016,2,Bihar,Nawada,66.94,48.67,0.0,0.0,0.0,0.0,0.49,0.01,0.0,0.03,0.0,1.73,1.76,0.06,0.02,0.0,0.07,0.0,4.73,0.055
919,2017,2,Bihar,Nawada,75.44,42.85,0.0,0.0,0.0,0.0,0.52,0.01,0.0,0.0,0.13,1.72,1.85,0.0,0.04,0.0,0.04,0.0,4.06,0.008
920,2016,2,Bihar,Aurangabad,175.01,67.95,0.0,0.0,0.0,0.0,0.04,0.0,0.06,0.84,0.0,0.03,0.87,0.0,0.0,0.0,0.05,0.0,2.12,0.0
920,2017,2,Bihar,Aurangabad,177.89,67.22,0.0,0.0,0.0,0.0,0.07,0.0,0.06,0.77,0.0,0.04,0.81,0.0,0.0,0.0,0.05,0.0,2.2,0.0
921,2016,2,Bihar,Bhojpur,90.77,49.5,0.0,0.0,0.0,0.01,0.77,0.0,1.62,2.74,0.06,1.0,3.8,0.0,0.0,0.02,0.17,0.0,9.07,0.07
921,2017,2,Bihar,Bhojpur,97.05,71.13,0.0,0.0,0.0,0.01,0.43,0.0,1.88,0.99,0.0,0.08,1.08,0.0,0.0,0.0,0.04,0.0,8.67,0.022
922,2016,2,Bihar,Rohtas,193.38,140.49,0.0,0.0,0.0,0.0,0.01,0.0,0.37,0.06,0.0,0.41,0.47,0.0,0.0,0.04,0.0,0.0,3.52,0.0
922,2017,2,Bihar,Rohtas,190.72,140.69,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.06,0.0,0.41,0.47,0.0,0.0,0.03,0.0,0.0,3.46,0.0
923,2016,2,Bihar,Siwan,6.37,89.42,0.0,0.0,0.0,0.0,7.84,0.0,0.09,0.19,0.0,0.4,0.58,0.0,0.0,0.01,0.31,0.0,9.2,0.0
923,2017,2,Bihar,Siwan,1.65,89.86,0.0,0.0,0.0,0.0,8.99,0.0,0.09,0.19,0.0,0.37,0.56,0.0,0.0,0.01,0.31,0.0,9.31,0.0
924,2016,2,Bihar,Gopalganj,13.78,77.63,0.0,0.0,0.0,0.0,5.73,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.0,0.0,1.54,0.0,4.99,0.0
924,2017,2,Bihar,Gopalganj,35.58,74.2,0.0,0.0,0.0,0.0,10.14,0.0,0.0,0.0,0.0,0.35,0.35,0.0,0.0,0.0,19.32,0.0,4.63,0.0
925,2016,2,Bihar,Champaran(East),59.8,108.36,0.0,0.0,0.0,0.0,10.81,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.0,0.0,18.82,0.0,15.12,0.0
925,2017,2,Bihar,Champaran(East),67.64,107.88,0.0,0.0,0.0,0.0,10.54,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,18.67,0.0,14.63,0.0
926,2016,2,Bihar,Champaran(West),85.08,69.14,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.0,0.0,0.31,0.31,0.0,0.0,0.02,144.15,0.0,11.6,0.0
926,2017,2,Bihar,Champaran(West),83.52,69.9,0.0,0.0,0.0,0.0,3.43,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.0,0.0,144.03,0.0,11.09,0.0
927,2016,2,Bihar,Vaishali,18.53,42.45,0.0,0.0,0.0,0.0,19.83,0.0,0.01,0.01,0.09,0.98,1.07,1.5708451350698818,0.02,0.02,0.0,3.4888344118551,23.61,0.0
927,2017,2,Bihar,Vaishali,19.41,40.08,0.0,0.0,0.0,0.0,24.0,0.0,0.01,0.0,0.34,0.45,0.79,0.0,0.0,0.03,0.07,0.0,26.51,0.216
928,2016,2,Bihar,Sitamarhi,66.47,87.8,0.0,0.0,0.0,0.0,5.26,0.05,0.01,0.0,0.0,1.48,1.48,0.0,0.0,0.09,20.82,0.0,9.85,0.0
928,2017,2,Bihar,Sitamarhi,70.49,87.79,0.0,0.0,0.0,0.0,5.23,0.05,0.01,0.0,0.0,1.48,1.48,0.0,0.0,0.09,20.7,0.0,9.93,0.0
929,2016,2,Bihar,Madhubani,51.8,82.35,0.0,0.0,0.0,0.0,0.06,0.01,0.01,0.0,0.0,0.02,0.02,0.0,0.01,0.0,0.0,0.0,8.87,0.0
929,2017,2,Bihar,Madhubani,50.77,79.16,0.0,0.0,0.0,0.0,0.13,0.01,0.06,0.0,0.0,0.02,0.02,0.0,0.06,0.01,0.0,0.0,11.38,0.0
930,2016,2,Bihar,Samastipur,42.84,49.03,0.0,0.0,0.0,0.0,52.12,0.0,0.05,0.07,0.0,1.4,1.47,0.0,0.01,0.0,0.12,0.0,34.45,0.467
930,2017,2,Bihar,Samastipur,64.07,55.63,0.0,0.0,0.0,0.0,56.2,0.0,0.0,0.02,0.05,2.42,2.49,0.0,0.0,0.0,1.02,0.0,34.94,1.588
931,2016,2,Bihar,Begusarai,12.0,59.43,0.01,0.0,0.01,0.0,25.95,0.0,0.03,0.0,0.0,1.57,1.57,0.0,0.0,0.0,2.28,0.0,11.71,0.228
931,2017,2,Bihar,Begusarai,14.14,57.33,0.05,0.0,0.05,0.0,24.06,0.0,0.0,0.0,0.0,2.12,2.12,0.0,0.0,0.0,0.09,0.0,10.95,0.0
932,2016,2,Bihar,Katihar,75.15,6.33,0.0,0.0,0.0,0.0,80.36,0.0,0.0,0.01,0.0,0.79,0.8,0.0,0.0,0.0,0.09,0.0,13.85,0.0
932,2017,2,Bihar,Katihar,40.69,27.26,0.0,0.0,0.0,0.0,58.07,0.0,0.0,0.0,0.0,0.72,0.72,0.0,0.0,0.0,0.0,0.0,13.85,0.0
933,2016,15,Jharkhand,Giridih,0.0,9.44,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.07,2.83,2.9,0.17,0.06,0.0,0.0,0.0,5.81,0.0
933,2017,15,Jharkhand,Giridih,0.0,0.0,0.0,0.0,0.0,0.018,0.0,5.565,0.0,0.0,0.022,0.022,0.0,5.605,1.421,0.0,0.0,2.437,2.437,3.858
934,2016,2,Bihar,Jehanabad,35.88,21.59,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.02,0.0,2.72,0.0
934,2017,2,Bihar,Jehanabad,35.53,21.79,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.11,0.11,0.0,0.0,0.0,0.04,0.0,2.58,0.0
935,2016,2,Bihar,Madhepura,61.82,9.06,0.0,0.0,0.0,0.0,38.62,0.0,0.0,0.0,0.01,0.43,0.44,1.0666674454368947,0.0,0.0,0.0,7.768769785526741,6.52,0.0
935,2017,2,Bihar,Madhepura,50.71,31.13,0.0,0.0,0.0,0.0,34.22,0.0,0.0,0.0,0.0,0.65,0.65,0.0,0.0,0.0,0.0,0.0,6.73,0.0
936,2016,2,Bihar,Khagaria,10.16,29.01,0.0,0.0,0.0,0.0,47.3,0.0,0.02,0.38,0.01,0.25,0.65,5.41416334707393,0.02,0.03863949847775773,18.90886381790887,7.768769785526741,4.45,0.0
936,2017,2,Bihar,Khagaria,8.18,28.31,0.0,0.0,0.0,0.0,41.55,0.0,0.01,0.0,0.0,0.44,0.44,0.0,0.02,0.0,0.0,0.0,4.4,0.0
937,2016,15,Jharkhand,Godda,0.83,16.67,0.0,0.0,0.0,0.0,0.99,0.0,0.01,0.13,0.0,0.04,0.17,0.0,0.0,0.0,0.0,0.0,2.39,0.0
937,2017,15,Jharkhand,Godda,0.109,0.028,0.0,0.028,0.0,0.554,0.0,4.271,0.041,0.0,0.0,0.0,0.0,5.003,0.008,0.0,0.086,0.0,0.086,0.094
938,2016,15,Jharkhand,Sahebganj,0.07,3.04,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
938,2017,15,Jharkhand,Sahebganj,0.022,0.0,0.0,0.0,0.0,0.046,0.0,2.115,0.286,0.0,0.0,0.0,0.0,2.469,0.0,0.0,0.0,0.0,0.0,0.0
940,2016,15,Jharkhand,Devghar Deogarh,0.0,2.41,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2.85,0.0
940,2017,15,Jharkhand,Devghar Deogarh,0.0,0.0,0.0,0.0,0.0,0.196,0.0,3.448,0.0,0.0,0.0,0.0,0.0,3.644,0.001,0.0,0.0,0.0,0.0,0.001
941,2016,15,Jharkhand,Lohardagga,0.09,1.74,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.12,0.0,0.68,0.8,0.0,0.01,0.0,0.16,0.0,5.85,0.0
941,2017,15,Jharkhand,Lohardagga,0.013,0.0,0.0,0.0,0.0,0.069,0.0,1.737,0.0,0.0,0.0,0.0,0.0,1.819,0.0,0.0,0.0,0.771,0.771,0.771
942,2016,15,Jharkhand,Gumla,0.17,8.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.29,0.07,0.03,0.0,0.0,13.25,0.0
942,2017,15,Jharkhand,Gumla,0.142,0.0,0.0,0.0,0.0,0.002,0.0,0.808,0.001,0.052,0.0,0.052,0.0,1.005,0.031,0.053,0.0,0.258,0.258,0.342
943,2016,15,Jharkhand,Singhbhum East,1.33,0.15,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,1.03,0.0
943,2017,15,Jharkhand,Singhbhum East,1.368,0.0,0.0,0.0,0.0,0.073,0.0,0.166,0.0,0.0,0.0,0.0,0.0,1.607,0.032,0.0,0.0,0.001,0.001,0.033
944,2016,15,Jharkhand,Singhbhum West,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0
944,2017,15,Jharkhand,Singhbhum West,0.357,0.0,0.0,0.0,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.453,0.0,0.0,0.0,0.001,0.001,0.001
945,2016,2,Bihar,Araria,48.44,32.5,0.0,0.0,0.0,0.0,41.32,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.01,0.0,0.0,0.0,6.73,0.0
945,2017,2,Bihar,Araria,49.61,25.36,0.0,0.0,0.0,0.0,48.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06,0.0
946,2016,2,Bihar,Kishanganj,22.4,16.67,0.0,0.0,0.0,0.0,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56,0.0
946,2017,2,Bihar,Kishanganj,22.49,16.7,0.0,0.0,0.0,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0
947,2016,2,Bihar,Buxar,87.57,82.73,0.0,0.0,0.0,0.0,0.31,0.0,0.77,0.0,0.0,0.37,0.37,0.0,0.0,0.0,0.16,0.0,12.18,0.015
947,2017,2,Bihar,Buxar,87.48,78.48,0.0,0.0,0.0,0.0,0.25,0.0,0.68,0.0,0.0,0.26,0.26,0.0,0.0,0.0,0.12,0.0,10.48,0.005
948,2016,2,Bihar,Bhabhua Kaimur,117.32,80.63,0.0,0.0,0.0,0.0,0.04,0.0,0.07,0.0,0.0,0.12,0.12,0.0,0.0,0.0,0.12,0.0,2.44,0.0
948,2017,2,Bihar,Bhabhua Kaimur,116.64,68.03,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.06,0.06,0.0,0.0,0.0,0.07,0.0,0.91,0.0
949,2016,2,Bihar,Banka,82.01,31.49,0.0,0.0,0.0,0.0,4.49,0.0,0.02,0.17,0.0,0.79,0.96,0.0,0.0,0.0,1.63,0.0,4.96,0.0
949,2017,2,Bihar,Banka,75.16,31.73,0.0,0.0,0.0,0.0,4.15,0.0,0.02,0.17,0.0,0.89,1.05,0.0,0.0,0.0,0.8,0.0,5.81,0.0
950,2016,2,Bihar,Jamui,20.52,46.11,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.88,0.88,0.0,0.0,0.0,0.9,0.0,3.16,0.0
950,2017,2,Bihar,Jamui,20.99,35.87,0.0,0.0,0.0,0.0,1.31,0.0,0.01,0.35,0.0,0.89,1.24,0.0,0.0,0.0,0.32,0.0,2.78,0.0
951,2016,2,Bihar,Supaul,79.08,50.36,0.01,0.0,0.01,0.0,14.56,0.01,0.0,0.0,0.0,0.5,0.5,0.0,0.03,0.0,0.0,0.0,15.67,0.0
951,2017,2,Bihar,Supaul,76.36,50.72,0.0,0.0,0.0,0.0,16.81,0.0,0.0,0.0,0.0,0.56,0.56,0.0,0.01,0.0,0.0,0.0,12.53,0.0
952,2016,15,Jharkhand,Chatra,2.03,4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,0.0,0.07,0.0,0.15,0.0,2.56,0.0
952,2017,15,Jharkhand,Chatra,0.226,0.0,0.0,0.0,0.0,0.003,0.0,4.105,0.001,0.0,0.0,0.0,0.0,4.335,0.01,0.108,0.0,0.093,0.093,0.211
953,2016,15,Jharkhand,Bokaro,0.01,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.46,0.0
953,2017,15,Jharkhand,Bokaro,0.058,0.0,0.0,0.0,0.0,0.0,0.0,0.157,0.0,0.0,0.0,0.0,0.0,0.215,0.0,0.0,0.0,0.0,0.0,0.0
954,2016,15,Jharkhand,Gadva Garhwa,11.94,10.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,2.08,0.0,0.02,0.0,3.81,0.0
954,2017,15,Jharkhand,Gadva Garhwa,14.723,0.0,0.0,0.0,0.0,0.013,0.0,8.907,0.0,0.0,0.0,0.0,0.0,23.643,0.0,0.0,0.0,0.0,0.0,0.0
955,2016,15,Jharkhand,Khodrama Koderma,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.02,0.12,0.0,0.0,0.0,0.0,0.0,1.09,0.0
955,2017,15,Jharkhand,Khodrama Koderma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.518,0.0,0.0,0.0,0.0,0.0,1.518,0.048,0.0,0.0,0.019,0.019,0.067
956,2016,2,Bihar,Lakhisarai,23.7,29.4,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.0
956,2017,2,Bihar,Lakhisarai,31.53,29.69,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.1,0.0
957,2016,15,Jharkhand,Pakund Pakur,0.03,3.94,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0
